20.2.2.1. A 15–74 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–74 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Borsod-Abaúj-Zemplén;megye;270,3;12,5;282,9;192,9;475,8;37,0;59,5;4,4;56,8
Heves;megye;128,1;4,7;132,8;87,6;220,4;15,8;60,2;3,5;58,1
Nógrád;megye;85,5;5,6;91,1;52,4;143,5;13,8;63,5;6,2;59,6
Észak-Magyarország;régió;483,9;22,8;506,8;332,9;839,7;66,6;60,4;4,5;57,6
Hajdú-Bihar;megye;238,2;11,8;250,0;148,3;398,4;32,0;62,8;4,7;59,8
Jász-Nagykun-Szolnok;megye;155,4;11,9;167,3;108,5;275,8;20,8;60,7;7,1;56,4
Szabolcs-Szatmár-Bereg;megye;239,9;22,3;262,1;157,6;419,7;35,9;62,5;8,5;57,1
Észak-Alföld;régió;633,5;46,0;679,5;414,4;1 093,9;88,6;62,1;6,8;57,9
Bács-Kiskun;megye;225,4;14,2;239,6;141,6;381,2;23,7;62,8;5,9;59,1
Békés;megye;146,7;11,0;157,8;92,8;250,6;16,9;63,0;7,0;58,6
Csongrád-Csanád;megye;175,9;6,1;182,1;120,3;302,3;15,5;60,2;3,4;58,2
Dél-Alföld;régió;548,1;31,3;579,4;354,7;934,1;56,2;62,0;5,4;58,7
Alföld és Észak;nagyrégió;1 665,5;100,1;1 765,7;1 102,0;2 867,7;211,4;61,6;5,7;58,1
Összesen;ország;4 556,4;214,2;4 770,5;2 639,2;7 409,7;435,7;64,4;4,5;61,5
2020. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;881,9;28,7;910,6;393,2;1 303,8;51,7;69,8;3,1;67,6
Pest;megye, régió;642,1;23,0;665,1;323,7;988,8;43,2;67,3;3,5;64,9
Közép-Magyarország;nagyrégió;1 524,0;51,6;1 575,7;716,9;2 292,5;94,9;68,7;3,3;66,5
Fejér;megye;209,9;5,7;215,6;108,1;323,7;15,0;66,6;2,7;64,8
Komárom-Esztergom;megye;146,7;4,4;151,2;81,2;232,4;10,4;65,0;2,9;63,1
Veszprém;megye;165,4;3,5;168,9;92,5;261,4;6,5;64,6;2,1;63,3
Közép-Dunántúl;régió;522,1;13,7;535,8;281,8;817,6;31,9;65,5;2,6;63,9
Gyõr-Moson-Sopron;megye;243,8;5,3;249,0;115,0;364,0;8,9;68,4;2,1;67,0
Vas;megye;130,3;2,1;132,4;64,8;197,2;5,5;67,2;1,6;66,1
Zala;megye;126,6;5,9;132,5;73,7;206,2;9,7;64,3;4,4;61,4
Nyugat-Dunántúl;régió;500,7;13,2;514,0;253,4;767,4;24,1;67,0;2,6;65,2
Baranya;megye;150,5;10,3;160,8;111,3;272,0;17,7;59,1;6,4;55,3
Somogy;megye;132,4;6,0;138,4;90,9;229,3;12,6;60,3;4,3;57,7
Tolna;megye;96,8;3,4;100,2;63,7;163,9;6,0;61,1;3,4;59,0
Dél-Dunántúl;régió;379,6;19,7;399,3;266,0;665,3;36,3;60,0;4,9;57,1
Dunántúl;nagyrégió;1 402,4;46,6;1 449,1;801,2;2 250,3;92,3;64,4;3,2;62,3
Borsod-Abaúj-Zemplén;megye;270,6;16,1;286,7;188,3;475,0;39,5;60,4;5,6;57,0
Heves;megye;128,7;4,8;133,5;86,9;220,4;11,4;60,6;3,6;58,4
Nógrád;megye;81,6;7,8;89,4;54,1;143,6;13,8;62,3;8,8;56,8
Észak-Magyarország;régió;481,0;28,7;509,6;329,4;839,0;64,6;60,7;5,6;57,3
Hajdú-Bihar;megye;243,8;16,5;260,4;137,9;398,3;32,2;65,4;6,4;61,2
Jász-Nagykun-Szolnok;megye;158,3;13,4;171,7;103,6;275,4;20,7;62,4;7,8;57,5
Szabolcs-Szatmár-Bereg;megye;244,7;24,4;269,1;150,4;419,5;35,5;64,1;9,1;58,3
Észak-Alföld;régió;646,9;54,3;701,2;392,0;1 093,2;88,4;64,1;7,7;59,2
Bács-Kiskun;megye;236,2;10,7;246,9;134,1;380,9;16,4;64,8;4,3;62,0
Békés;megye;151,2;9,3;160,5;89,7;250,1;14,0;64,1;5,8;60,4
Csongrád-Csanád;megye;185,5;6,6;192,1;110,0;302,2;9,7;63,6;3,5;61,4
Dél-Alföld;régió;572,9;26,6;599,5;333,8;933,2;40,0;64,2;4,4;61,4
Alföld és Észak;nagyrégió;1 700,7;109,6;1 810,3;1 055,1;2 865,4;193,0;63,2;6,1;59,4
Összesen;ország;4 627,2;207,8;4 835,0;2 573,2;7 408,2;380,3;65,3;4,3;62,5
2020. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;875,6;31,3;907,0;395,7;1 302,6;57,5;69,6;3,5;67,2
Pest;megye, régió;651,3;22,7;674,0;317,6;991,5;38,5;68,0;3,4;65,7
Közép-Magyarország;nagyrégió;1 526,9;54,0;1 580,9;713,2;2 294,2;96,0;68,9;3,4;66,6
Fejér;megye;211,2;5,4;216,6;107,4;324,0;12,2;66,9;2,5;65,2
Komárom-Esztergom;megye;149,6;2,1;151,7;81,0;232,7;6,6;65,2;1,4;64,3
Veszprém;megye;165,9;4,3;170,2;91,5;261,7;8,2;65,0;2,5;63,4
Közép-Dunántúl;régió;526,6;11,9;538,5;279,8;818,3;27,0;65,8;2,2;64,3
Gyõr-Moson-Sopron;megye;243,4;3,5;246,9;118,3;365,2;9,5;67,6;1,4;66,7
Vas;megye;130,2;2,5;132,8;64,5;197,2;6,0;67,3;1,9;66,0
Zala;megye;127,7;3,3;131,0;74,8;205,8;7,5;63,7;2,5;62,0
Nyugat-Dunántúl;régió;501,3;9,4;510,7;257,5;768,2;23,0;66,5;1,8;65,3
Baranya;megye;150,9;10,1;160,9;110,8;271,7;17,6;59,2;6,3;55,5
Somogy;megye;128,4;4,5;132,9;96,3;229,2;11,6;58,0;3,4;56,0
Tolna;megye;98,7;3,1;101,8;61,7;163,4;6,5;62,3;3,0;60,4
Dél-Dunántúl;régió;378,0;17,6;395,6;268,7;664,4;35,7;59,5;4,5;56,9
Dunántúl;nagyrégió;1 405,9;38,9;1 444,7;806,1;2 250,9;85,7;64,2;2,7;62,5
Borsod-Abaúj-Zemplén;megye;271,6;14,4;286,0;187,6;473,7;34,4;60,4;5,0;57,3
Heves;megye;129,7;4,4;134,1;86,1;220,2;10,5;60,9;3,3;58,9
Nógrád;megye;79,9;7,5;87,4;55,9;143,4;15,3;61,0;8,6;55,7
Észak-Magyarország;régió;481,2;26,4;507,6;329,6;837,2;60,2;60,6;5,2;57,5
Hajdú-Bihar;megye;242,2;14,1;256,3;141,8;398,1;27,9;64,4;5,5;60,8
Jász-Nagykun-Szolnok;megye;157,9;12,3;170,2;104,6;274,7;19,0;61,9;7,2;57,5
Szabolcs-Szatmár-Bereg;megye;241,7;23,3;265,0;153,5;418,5;35,2;63,3;8,8;57,8
Észak-Alföld;régió;641,9;49,7;691,5;399,9;1 091,4;82,1;63,4;7,2;58,8
Bács-Kiskun;megye;237,6;10,5;248,1;132,3;380,5;18,6;65,2;4,2;62,4
Békés;megye;147,0;9,4;156,4;93,0;249,3;14,8;62,7;6,0;58,9
Csongrád-Csanád;megye;182,2;6,5;188,6;113,4;302,1;9,1;62,4;3,4;60,3
Dél-Alföld;régió;566,7;26,4;593,1;338,7;931,9;42,4;63,6;4,5;60,8
Alföld és Észak;nagyrégió;1 689,8;102,5;1 792,2;1 068,3;2 860,5;184,7;62,7;5,7;59,1
Összesen;ország;4 622,6;195,4;4 817,9;2 587,6;7 405,5;366,5;65,1;4,1;62,4
2021. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;855,1;30,9;886,0;405,7;1 291,7;69,1;68,6;3,5;66,2
Pest;megye, régió;646,0;25,7;671,6;320,8;992,4;41,8;67,7;3,8;65,1
Közép-Magyarország;nagyrégió;1 501,0;56,6;1 557,6;726,5;2 284,2;110,9;68,2;3,6;65,7
Fejér;megye;207,2;5,2;212,4;110,4;322,7;12,2;65,8;2,5;64,2
Komárom-Esztergom;megye;155,1;3,0;158,1;72,9;231,0;4,6;68,4;1,9;67,1
Veszprém;megye;163,1;4,4;167,6;92,6;260,2;9,6;64,4;2,7;62,7
Közép-Dunántúl;régió;525,4;12,7;538,1;275,9;813,9;26,4;66,1;2,4;64,6
Gyõr-Moson-Sopron;megye;243,5;2,6;246,1;120,0;366,2;12,4;67,2;1,0;66,5
Vas;megye;126,5;3,2;129,7;67,0;196,7;10,0;66,0;2,5;64,3
Zala;megye;120,7;6,0;126,7;78,5;205,2;13,3;61,7;4,7;58,8
Nyugat-Dunántúl;régió;490,8;11,8;502,5;265,5;768,1;35,7;65,4;2,3;63,9
Baranya;megye;153,3;10,1;163,4;107,2;270,6;18,0;60,4;6,2;56,7
Somogy;megye;122,7;7,3;130,0;98,5;228,5;18,2;56,9;5,6;53,7
Tolna;megye;95,9;3,7;99,6;63,2;162,8;6,0;61,2;3,7;58,9
Dél-Dunántúl;régió;371,9;21,0;393,0;268,9;661,9;42,2;59,4;5,4;56,2
Dunántúl;nagyrégió;1 388,1;45,5;1 433,6;810,3;2 243,9;104,3;63,9;3,2;61,9
Borsod-Abaúj-Zemplén;megye;266,8;14,0;280,8;192,3;473,1;38,4;59,3;5,0;56,4
Heves;megye;126,9;4,8;131,7;88,1;219,8;15,9;59,9;3,6;57,8
Nógrád;megye;77,8;9,6;87,5;55,4;142,9;16,5;61,2;11,0;54,5
Észak-Magyarország;régió;471,6;28,4;500,0;335,8;835,8;70,8;59,8;5,7;56,4
Hajdú-Bihar;megye;242,4;13,0;255,5;142,3;397,7;29,0;64,2;5,1;60,9
Jász-Nagykun-Szolnok;megye;152,9;11,8;164,8;109,3;274,0;22,9;60,1;7,2;55,8
Szabolcs-Szatmár-Bereg;megye;238,8;25,3;264,1;154,3;418,4;40,4;63,1;9,6;57,1
Észak-Alföld;régió;634,1;50,2;684,3;405,8;1 090,1;92,4;62,8;7,3;58,2
Bács-Kiskun;megye;239,3;11,5;250,8;128,7;379,5;21,8;66,1;4,6;63,1
Békés;megye;145,7;13,0;158,7;89,7;248,4;19,7;63,9;8,2;58,7
Csongrád-Csanád;megye;187,8;9,6;197,4;102,8;300,2;15,6;65,8;4,9;62,6
Dél-Alföld;régió;572,8;34,1;606,9;321,2;928,0;57,1;65,4;5,6;61,7
Alföld és Észak;nagyrégió;1 678,5;112,7;1 791,1;1 062,8;2 854,0;220,3;62,8;6,3;58,8
Összesen;ország;4 567,6;214,8;4 782,4;2 599,7;7 382,0;435,4;64,8;4,5;61,9
2021. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;871,3;27,0;898,3;383,5;1 281,8;52,3;70,1;3,0;68,0
Pest;megye, régió;655,7;19,6;675,3;318,5;993,9;32,8;67,9;2,9;66,0
Közép-Magyarország;nagyrégió;1 527,1;46,5;1 573,6;702,0;2 275,6;85,1;69,1;3,0;67,1
Fejér;megye;206,2;4,0;210,2;111,6;321,7;12,1;65,3;1,9;64,1
Komárom-Esztergom;megye;151,2;5,0;156,2;73,4;229,6;6,1;68,0;3,2;65,9
Veszprém;megye;164,6;3,9;168,5;90,4;258,9;7,5;65,1;2,3;63,6
Közép-Dunántúl;régió;522,0;12,9;534,9;275,4;810,3;25,8;66,0;2,4;64,4
Gyõr-Moson-Sopron;megye;246,1;3,5;249,6;117,2;366,8;7,3;68,1;1,4;67,1
Vas;megye;125,8;3,5;129,2;66,9;196,2;8,0;65,9;2,7;64,1
Zala;megye;126,2;5,3;131,5;73,3;204,8;9,0;64,2;4,0;61,6
Nyugat-Dunántúl;régió;498,2;12,2;510,4;257,4;767,8;24,4;66,5;2,4;64,9
Baranya;megye;155,6;8,3;163,9;105,8;269,7;15,3;60,8;5,1;57,7
Somogy;megye;125,9;8,4;134,3;93,6;227,9;16,3;58,9;6,2;55,2
Tolna;megye;96,0;1,2;97,2;65,1;162,3;5,2;59,9;1,2;59,1
Dél-Dunántúl;régió;377,5;17,9;395,4;264,5;659,9;36,8;59,9;4,5;57,2
Dunántúl;nagyrégió;1 397,6;43,0;1 440,6;797,3;2 237,9;86,9;64,4;3,0;62,5
Borsod-Abaúj-Zemplén;megye;271,6;14,4;286,0;186,5;472,5;34,9;60,5;5,0;57,5
Heves;megye;128,0;5,4;133,4;85,7;219,1;12,5;60,9;4,1;58,4
Nógrád;megye;78,8;10,1;88,9;53,6;142,5;15,5;62,4;11,3;55,3
Észak-Magyarország;régió;478,4;29,9;508,3;325,8;834,1;62,9;60,9;5,9;57,4
Hajdú-Bihar;megye;244,0;16,1;260,2;137,1;397,3;28,6;65,5;6,2;61,4
Jász-Nagykun-Szolnok;megye;156,9;10,2;167,1;106,3;273,4;18,8;61,1;6,1;57,4
Szabolcs-Szatmár-Bereg;megye;243,6;25,4;269,0;148,6;417,6;37,2;64,4;9,4;58,3
Észak-Alföld;régió;644,5;51,7;696,2;392,0;1 088,3;84,6;64,0;7,4;59,2
Bács-Kiskun;megye;237,3;9,9;247,2;131,1;378,3;17,8;65,3;4,0;62,7
Békés;megye;147,7;11,2;158,9;88,8;247,7;16,7;64,1;7,0;59,6
Csongrád-Csanád;megye;186,6;5,8;192,4;106,2;298,6;11,8;64,4;3,0;62,5
Dél-Alföld;régió;571,6;26,9;598,5;326,0;924,5;46,3;64,7;4,5;61,8
Alföld és Észak;nagyrégió;1 694,6;108,4;1 803,0;1 043,9;2 846,9;193,8;63,3;6,0;59,5
Összesen;ország;4 619,2;198,0;4 817,2;2 543,3;7 360,5;365,8;65,4;4,1;62,8
2021. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;875,0;21,5;896,5;379,5;1 276,0;46,9;70,3;2,4;68,6
Pest;megye, régió;661,8;18,0;679,8;316,8;996,5;28,5;68,2;2,6;66,4
Közép-Magyarország;nagyrégió;1 536,8;39,5;1 576,2;696,3;2 272,5;75,4;69,4;2,5;67,6
Fejér;megye;208,2;5,0;213,1;108,7;321,8;9,6;66,2;2,3;64,7
Komárom-Esztergom;megye;154,8;3,6;158,4;71,0;229,4;6,4;69,1;2,3;67,5
Veszprém;megye;164,0;2,4;166,4;92,1;258,4;5,5;64,4;1,4;63,5
Közép-Dunántúl;régió;526,9;11,0;537,9;271,7;809,6;21,4;66,4;2,0;65,1
Gyõr-Moson-Sopron;megye;250,0;4,3;254,4;113,3;367,7;7,6;69,2;1,7;68,0
Vas;megye;128,2;3,3;131,4;64,5;196,0;5,2;67,1;2,5;65,4
Zala;megye;130,0;4,3;134,3;70,3;204,6;6,9;65,6;3,2;63,5
Nyugat-Dunántúl;régió;508,2;11,9;520,0;248,2;768,2;19,8;67,7;2,3;66,1
Baranya;megye;155,3;8,4;163,7;105,9;269,6;12,5;60,7;5,1;57,6
Somogy;megye;127,3;6,6;133,9;94,3;228,2;12,1;58,7;4,9;55,8
Tolna;megye;97,5;3,5;101,1;61,0;162,0;5,4;62,4;3,5;60,2
Dél-Dunántúl;régió;380,1;18,5;398,7;261,1;659,8;29,9;60,4;4,7;57,6
Dunántúl;nagyrégió;1 415,2;41,4;1 456,6;781,0;2 237,6;71,1;65,1;2,8;63,2
Borsod-Abaúj-Zemplén;megye;273,7;20,7;294,4;177,5;471,9;31,3;62,4;7,0;58,0
Heves;megye;130,3;4,1;134,4;84,0;218,4;10,3;61,5;3,1;59,7
Nógrád;megye;80,0;10,3;90,3;52,1;142,4;16,4;63,4;11,4;56,2
Észak-Magyarország;régió;484,0;35,1;519,1;313,6;832,7;58,1;62,3;6,8;58,1
Hajdú-Bihar;megye;248,9;14,0;262,9;134,3;397,2;24,2;66,2;5,3;62,7
Jász-Nagykun-Szolnok;megye;159,7;11,1;170,7;101,9;272,6;16,0;62,6;6,5;58,6
Szabolcs-Szatmár-Bereg;megye;246,6;23,3;270,0;146,2;416,1;35,1;64,9;8,6;59,3
Észak-Alföld;régió;655,1;48,4;703,5;382,4;1 085,9;75,4;64,8;6,9;60,3
Bács-Kiskun;megye;239,3;11,7;250,9;126,6;377,6;18,6;66,5;4,7;63,4
Békés;megye;147,0;9,0;155,9;91,1;247,0;13,7;63,1;5,7;59,5
Csongrád-Csanád;megye;186,1;4,7;190,8;107,1;297,9;9,9;64,0;2,4;62,5
Dél-Alföld;régió;572,4;25,3;597,7;324,8;922,5;42,3;64,8;4,2;62,0
Alföld és Észak;nagyrégió;1 711,5;108,8;1 820,3;1 020,8;2 841,1;175,7;64,1;6,0;60,2
Összesen;ország;4 663,4;189,7;4 853,1;2 498,1;7 351,2;322,2;66,0;3,9;63,4
2021. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;888,6;25,4;914,1;358,9;1 272,9;42,5;71,8;2,8;69,8
Pest;megye, régió;670,3;16,9;687,2;311,6;998,9;27,1;68,8;2,5;67,1
Közép-Magyarország;nagyrégió;1 558,9;42,4;1 601,3;670,5;2 271,8;69,7;70,5;2,6;68,6
Fejér;megye;208,8;4,2;213,1;108,7;321,8;8,5;66,2;2,0;64,9
Komárom-Esztergom;megye;154,8;1,9;156,7;72,5;229,2;3,7;68,4;1,2;67,6
Veszprém;megye;167,0;2,5;169,5;88,5;257,9;5,3;65,7;1,5;64,7
Közép-Dunántúl;régió;530,6;8,6;539,3;269,6;808,8;17,4;66,7;1,6;65,6
Gyõr-Moson-Sopron;megye;253,1;4,0;257,1;111,4;368,5;6,9;69,8;1,6;68,7
Vas;megye;130,2;1,5;131,7;64,1;195,8;4,4;67,3;1,2;66,5
Zala;megye;128,8;4,3;133,1;71,2;204,3;6,8;65,1;3,2;63,0
Nyugat-Dunántúl;régió;512,0;9,9;521,9;246,8;768,6;18,0;67,9;1,9;66,6
Baranya;megye;156,1;9,5;165,7;103,6;269,2;13,8;61,5;5,8;58,0
Somogy;megye;125,3;6,6;131,9;95,9;227,8;14,0;57,9;5,0;55,0
Tolna;megye;99,3;2,2;101,5;60,1;161,6;4,1;62,8;2,2;61,4
Dél-Dunántúl;régió;380,7;18,3;399,0;259,5;658,6;31,8;60,6;4,6;57,8
Dunántúl;nagyrégió;1 423,4;36,8;1 460,2;775,9;2 236,0;67,3;65,3;2,5;63,7
Borsod-Abaúj-Zemplén;megye;267,2;20,4;287,6;183,3;470,8;33,5;61,1;7,1;56,7
Heves;megye;131,1;5,0;136,1;81,9;217,9;11,5;62,4;3,7;60,1
Nógrád;megye;82,7;7,8;90,6;51,6;142,1;11,6;63,7;8,6;58,2
Észak-Magyarország;régió;481,0;33,2;514,2;316,7;830,9;56,6;61,9;6,5;57,9
Hajdú-Bihar;megye;239,3;13,0;252,3;144,6;396,9;22,9;63,6;5,1;60,3
Jász-Nagykun-Szolnok;megye;164,3;9,1;173,5;98,3;271,8;15,3;63,8;5,3;60,5
Szabolcs-Szatmár-Bereg;megye;245,9;24,9;270,8;144,4;415,2;34,1;65,2;9,2;59,2
Észak-Alföld;régió;649,6;47,0;696,6;387,3;1 083,9;72,3;64,3;6,7;59,9
Bács-Kiskun;megye;233,4;11,3;244,7;132,1;376,9;18,5;64,9;4,6;61,9
Békés;megye;148,5;7,4;156,0;90,2;246,2;12,3;63,4;4,8;60,3
Csongrád-Csanád;megye;193,1;2,2;195,3;101,7;297,0;4,9;65,7;1,1;65,0
Dél-Alföld;régió;575,0;20,9;596,0;324,1;920,1;35,7;64,8;3,5;62,5
Alföld és Észak;nagyrégió;1 705,6;101,1;1 806,8;1 028,1;2 834,9;164,6;63,7;5,6;60,2
Összesen;ország;4 687,9;180,3;4 868,2;2 474,5;7 342,7;301,6;66,3;3,7;63,8
2022. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;894,1;19,9;914,0;359,6;1 273,5;36,9;71,8;2,2;70,2
Pest;megye, régió;663,3;15,4;678,7;322,9;1 001,6;26,8;67,8;2,3;66,2
Közép-Magyarország;nagyrégió;1 557,4;35,2;1 592,6;682,5;2 275,1;63,7;70,0;2,2;68,5
Fejér;megye;211,6;5,4;216,9;105,0;321,9;8,5;67,4;2,5;65,7
Komárom-Esztergom;megye;154,4;1,7;156,1;72,9;229,0;3,3;68,2;1,1;67,4
Veszprém;megye;166,5;2,3;168,8;89,1;257,9;4,3;65,4;1,3;64,6
Közép-Dunántúl;régió;532,5;9,4;541,9;267,0;808,9;16,1;67,0;1,7;65,8
Gyõr-Moson-Sopron;megye;251,3;4,6;255,9;111,5;367,4;6,9;69,6;1,8;68,4
Vas;megye;128,4;1,2;129,6;66,8;196,3;5,1;66,0;0,9;65,4
Zala;megye;124,9;5,6;130,5;73,9;204,4;9,1;63,8;4,3;61,1
Nyugat-Dunántúl;régió;504,5;11,4;515,9;252,2;768,1;21,1;67,2;2,2;65,7
Baranya;megye;158,3;7,3;165,6;103,3;268,9;10,5;61,6;4,4;58,9
Somogy;megye;125,4;9,1;134,5;92,6;227,1;16,6;59,2;6,8;55,2
Tolna;megye;97,2;3,0;100,2;60,8;161,0;4,4;62,3;3,0;60,4
Dél-Dunántúl;régió;380,9;19,4;400,4;256,7;657,0;31,5;60,9;4,9;58,0
Dunántúl;nagyrégió;1 418,0;40,2;1 458,2;775,8;2 234,0;68,7;65,3;2,8;63,5
Borsod-Abaúj-Zemplén;megye;269,0;22,4;291,4;178,2;469,6;34,6;62,1;7,7;57,3
Heves;megye;130,5;3,9;134,4;83,3;217,7;9,6;61,7;2,9;60,0
Nógrád;megye;81,0;8,2;89,2;52,4;141,6;12,8;63,0;9,2;57,2
Észak-Magyarország;régió;480,5;34,4;515,0;313,9;828,9;57,0;62,1;6,7;58,0
Hajdú-Bihar;megye;240,4;13,1;253,5;142,7;396,2;21,9;64,0;5,2;60,7
Jász-Nagykun-Szolnok;megye;164,4;9,0;173,4;97,7;271,1;14,6;64,0;5,2;60,6
Szabolcs-Szatmár-Bereg;megye;242,6;25,3;267,9;145,0;412,9;36,2;64,9;9,4;58,8
Észak-Alföld;régió;647,4;47,4;694,8;385,4;1 080,2;72,6;64,3;6,8;59,9
Bács-Kiskun;megye;236,7;9,1;245,8;131,1;376,9;15,6;65,2;3,7;62,8
Békés;megye;144,0;9,9;153,9;91,3;245,2;13,7;62,8;6,4;58,7
Csongrád-Csanád;megye;190,3;4,8;195,1;101,9;297,0;7,2;65,7;2,5;64,1
Dél-Alföld;régió;571,0;23,8;594,8;324,3;919,1;36,5;64,7;4,0;62,1
Alföld és Észak;nagyrégió;1 698,9;105,6;1 804,6;1 023,6;2 828,2;166,1;63,8;5,9;60,1
Összesen;ország;4 674,3;181,1;4 855,4;2 481,9;7 337,3;298,5;66,2;3,7;63,7
2022. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;886,8;19,1;905,8;367,3;1 273,1;33,4;71,2;2,1;69,7
Pest;megye, régió;672,7;11,2;683,9;320,1;1 004,0;17,2;68,1;1,6;67,0
Közép-Magyarország;nagyrégió;1 559,4;30,3;1 589,7;687,4;2 277,1;50,6;69,8;1,9;68,5
Fejér;megye;214,3;4,3;218,7;103,5;322,1;7,9;67,9;2,0;66,5
Komárom-Esztergom;megye;155,9;2,5;158,3;70,5;228,8;4,8;69,2;1,6;68,1
Veszprém;megye;164,1;2,0;166,1;91,7;257,8;3,5;64,4;1,2;63,7
Közép-Dunántúl;régió;534,3;8,8;543,1;265,6;808,7;16,2;67,2;1,6;66,1
Gyõr-Moson-Sopron;megye;249,9;2,9;252,8;113,9;366,7;5,7;68,9;1,2;68,1
Vas;megye;127,4;1,8;129,2;67,4;196,7;3,7;65,7;1,4;64,8
Zala;megye;123,0;4,0;127,0;77,3;204,3;7,4;62,2;3,1;60,2
Nyugat-Dunántúl;régió;500,3;8,8;509,1;258,7;767,7;16,8;66,3;1,7;65,2
Baranya;megye;158,7;7,0;165,7;102,9;268,6;11,0;61,7;4,2;59,1
Somogy;megye;126,9;7,9;134,9;91,6;226,5;14,4;59,6;5,9;56,0
Tolna;megye;97,6;3,1;100,7;59,8;160,5;6,1;62,8;3,1;60,8
Dél-Dunántúl;régió;383,2;18,1;401,3;254,3;655,6;31,5;61,2;4,5;58,4
Dunántúl;nagyrégió;1 417,8;35,7;1 453,5;778,5;2 232,0;64,5;65,1;2,5;63,5
Borsod-Abaúj-Zemplén;megye;276,9;18,2;295,1;173,5;468,5;30,7;63,0;6,2;59,1
Heves;megye;128,7;3,8;132,5;85,0;217,5;10,0;60,9;2,8;59,2
Nógrád;megye;80,8;7,9;88,6;52,5;141,2;10,5;62,8;8,9;57,2
Észak-Magyarország;régió;486,4;29,8;516,2;311,0;827,1;51,2;62,4;5,8;58,8
Hajdú-Bihar;megye;242,9;12,3;255,2;140,5;395,7;18,4;64,5;4,8;61,4
Jász-Nagykun-Szolnok;megye;167,7;8,3;176,0;94,7;270,7;10,8;65,0;4,7;62,0
Szabolcs-Szatmár-Bereg;megye;243,3;19,9;263,2;147,5;410,7;33,7;64,1;7,6;59,2
Észak-Alföld;régió;653,9;40,5;694,4;382,6;1 077,1;63,0;64,5;5,8;60,7
Bács-Kiskun;megye;238,7;9,2;248,0;128,9;376,9;14,8;65,8;3,7;63,3
Békés;megye;145,1;8,6;153,7;90,6;244,3;12,8;62,9;5,6;59,4
Csongrád-Csanád;megye;191,9;2,8;194,7;102,3;297,0;5,0;65,6;1,4;64,6
Dél-Alföld;régió;575,7;20,7;596,4;321,8;918,2;32,6;65,0;3,5;62,7
Alföld és Észak;nagyrégió;1 716,0;91,0;1 807,0;1 015,4;2 822,3;146,8;64,0;5,0;60,8
Összesen;ország;4 693,2;156,9;4 850,2;2 481,3;7 331,5;261,8;66,2;3,2;64,0
2022. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;887,7;25,0;912,6;357,7;1 270,3;36,2;71,8;2,7;69,9
Pest;megye, régió;674,0;15,5;689,5;316,3;1 005,9;23,4;68,6;2,3;67,0
Közép-Magyarország;nagyrégió;1 561,7;40,5;1 602,2;674,0;2 276,2;59,6;70,4;2,5;68,6
Fejér;megye;214,4;5,3;219,7;102,3;322,0;9,4;68,2;2,4;66,6
Komárom-Esztergom;megye;156,6;2,5;159,1;69,6;228,6;4,7;69,6;1,6;68,5
Veszprém;megye;165,6;2,7;168,3;89,0;257,3;5,2;65,4;1,6;64,3
Közép-Dunántúl;régió;536,5;10,6;547,1;260,9;807,9;19,4;67,7;1,9;66,4
Gyõr-Moson-Sopron;megye;254,0;6,3;260,3;106,7;367,0;8,8;70,9;2,4;69,2
Vas;megye;124,9;2,5;127,4;69,2;196,6;4,5;64,8;2,0;63,5
Zala;megye;125,6;5,9;131,5;72,8;204,3;10,7;64,3;4,5;61,5
Nyugat-Dunántúl;régió;504,5;14,7;519,2;248,7;767,9;24,0;67,6;2,8;65,7
Baranya;megye;161,3;7,6;168,9;99,3;268,2;10,0;63,0;4,5;60,1
Somogy;megye;127,8;7,1;134,9;91,2;226,1;12,4;59,7;5,3;56,5
Tolna;megye;97,1;4,3;101,5;58,6;160,1;6,2;63,4;4,3;60,7
Dél-Dunántúl;régió;386,2;19,1;405,3;249,1;654,4;28,6;61,9;4,7;59,0
Dunántúl;nagyrégió;1 427,2;44,3;1 471,5;758,7;2 230,2;72,0;66,0;3,0;64,0
Borsod-Abaúj-Zemplén;megye;282,9;16,9;299,9;167,7;467,5;29,0;64,1;5,6;60,5
Heves;megye;129,2;7,3;136,4;80,7;217,1;12,8;62,8;5,3;59,5
Nógrád;megye;83,2;7,4;90,6;50,2;140,8;9,3;64,4;8,2;59,1
Észak-Magyarország;régió;495,3;31,6;526,9;298,6;825,5;51,0;63,8;6,0;60,0
