20.2.2.1. A 15–74 éves népesség gazdasági aktivitása, megye és régió szerint, negyedévente;;;;;;;;;;
Területi egység neve;Területi egység szintje;Foglalkoztatottak, ezer fõ;Munkanélküliek, ezer fõ;Gazdaságilag aktívak, ezer fõ;Gazdaságilag nem aktívak, ezer fõ;15–74 éves népesség, ezer fõ;Ebbõl: Potenciális munkaerõ-tartalék, ezer fõ;Aktivitási arány, %;Munkanélküliségi ráta, %;Foglalkoztatási ráta, %
Fejér;megye;185,2;17,6;202,8;125,1;327,9;28,3;61,8;8,7;56,5
Komárom-Esztergom;megye;132,5;8,1;140,6;94,8;235,4;17,8;59,7;5,8;56,3
Veszprém;megye;151,6;13,4;165,0;106,7;271,6;20,6;60,7;8,1;55,8
Közép-Dunántúl;régió;469,3;39,0;508,3;326,6;834,9;66,8;60,9;7,7;56,2
Gyõr-Moson-Sopron;megye;204,8;10,6;215,4;133,0;348,4;16,8;61,8;4,9;58,8
Vas;megye;114,4;7,5;121,9;78,2;200,1;12,0;60,9;6,2;57,2
Zala;megye;119,1;15,2;134,3;85,8;220,1;22,3;61,0;11,3;54,1
Nyugat-Dunántúl;régió;438,3;33,3;471,6;297,1;768,7;51,1;61,4;7,1;57,0
Baranya;megye;147,8;15,8;163,6;125,5;289,1;30,0;56,6;9,7;51,1
Somogy;megye;116,4;13,3;129,7;114,3;244,0;30,8;53,2;10,2;47,7
Tolna;megye;94,0;4,3;98,3;79,5;177,8;15,6;55,3;4,4;52,9
Dél-Dunántúl;régió;358,2;33,3;391,5;319,3;710,9;76,4;55,1;8,5;50,4
Dunántúl;nagyrégió;1 265,8;105,7;1 371,5;943,0;2 314,5;194,2;59,3;7,7;54,7
Borsod-Abaúj-Zemplén;megye;242,4;28,5;270,8;243,6;514,4;66,1;52,7;10,5;47,1
Heves;megye;113,3;14,8;128,1;103,8;232,0;26,4;55,2;11,6;48,8
Nógrád;megye;67,6;11,4;78,9;75,1;154,0;21,0;51,2;14,4;43,9
Észak-Magyarország;régió;423,2;54,6;477,9;422,5;900,4;113,4;53,1;11,4;47,0
Hajdú-Bihar;megye;205,4;37,7;243,1;170,3;413,4;55,4;58,8;15,5;49,7
Jász-Nagykun-Szolnok;megye;153,3;18,3;171,6;122,1;293,7;29,6;58,4;10,7;52,2
Szabolcs-Szatmár-Bereg;megye;209,6;34,2;243,8;184,9;428,7;60,6;56,9;14,0;48,9
Észak-Alföld;régió;568,3;90,3;658,5;477,3;1 135,8;145,6;58,0;13,7;50,0
Bács-Kiskun;megye;210,5;23,2;233,7;165,9;399,6;38,9;58,5;9,9;52,7
Békés;megye;140,9;13,3;154,2;119,9;274,1;24,2;56,2;8,6;51,4
Csongrád-Csanád;megye;159,5;22,3;181,9;132,7;314,6;29,1;57,8;12,3;50,7
Dél-Alföld;régió;511,0;58,8;569,8;418,6;988,3;92,2;57,6;10,3;51,7
Alföld és Észak;nagyrégió;1 502,5;203,7;1 706,1;1 318,4;3 024,5;351,2;56,4;11,9;49,7
Összesen;ország;4 081,7;428,9;4 510,6;3 094,7;7 605,3;734,6;59,3;9,5;53,7
2013. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;775,5;65,2;840,8;489,8;1 330,5;110,7;63,2;7,8;58,3
Pest;megye, régió;542,6;46,4;589,0;348,9;937,8;73,8;62,8;7,9;57,9
Közép-Magyarország;nagyrégió;1 318,1;111,6;1 429,7;838,6;2 268,4;184,5;63,0;7,8;58,1
Fejér;megye;184,5;15,5;200,1;127,3;327,4;28,1;61,1;7,8;56,4
Komárom-Esztergom;megye;133,8;7,9;141,6;93,3;234,9;14,7;60,3;5,6;56,9
Veszprém;megye;150,9;12,2;163,0;108,2;271,2;18,4;60,1;7,5;55,6
Közép-Dunántúl;régió;469,1;35,6;504,7;328,8;833,5;61,2;60,6;7,1;56,3
Gyõr-Moson-Sopron;megye;209,4;8,3;217,7;131,3;349,0;15,2;62,4;3,8;60,0
Vas;megye;115,5;8,3;123,8;76,1;199,9;14,4;61,9;6,7;57,8
Zala;megye;119,8;14,8;134,5;85,1;219,6;22,8;61,3;11,0;54,5
Nyugat-Dunántúl;régió;444,7;31,3;476,0;292,5;768,5;52,4;61,9;6,6;57,9
Baranya;megye;144,2;12,5;156,7;131,5;288,2;26,2;54,4;8,0;50,0
Somogy;megye;116,1;12,8;129,0;114,5;243,5;30,7;53,0;10,0;47,7
Tolna;megye;94,3;4,2;98,5;78,7;177,3;12,8;55,6;4,3;53,2
Dél-Dunántúl;régió;354,7;29,5;384,2;324,8;709,0;69,7;54,2;7,7;50,0
Dunántúl;nagyrégió;1 268,6;96,4;1 365,0;946,0;2 311,0;183,3;59,1;7,1;54,9
Borsod-Abaúj-Zemplén;megye;245,6;27,2;272,8;240,0;512,8;59,3;53,2;10,0;47,9
Heves;megye;116,2;15,1;131,3;100,0;231,2;24,7;56,8;11,5;50,3
Nógrád;megye;70,8;8,8;79,6;73,8;153,4;16,8;51,9;11,0;46,2
Észak-Magyarország;régió;432,7;51,0;483,7;413,8;897,4;100,8;53,9;10,5;48,2
Hajdú-Bihar;megye;206,3;36,1;242,4;170,5;413,0;54,1;58,7;14,9;50,0
Jász-Nagykun-Szolnok;megye;155,5;15,4;170,9;122,1;293,0;25,1;58,3;9,0;53,1
Szabolcs-Szatmár-Bereg;megye;209,8;31,6;241,4;187,0;428,4;58,4;56,4;13,1;49,0
Észak-Alföld;régió;571,6;83,2;654,8;479,6;1 134,3;137,6;57,7;12,7;50,4
Bács-Kiskun;megye;211,1;21,8;232,9;166,0;398,8;37,4;58,4;9,3;52,9
Békés;megye;136,3;14,9;151,2;122,1;273,3;24,4;55,3;9,8;49,9
Csongrád-Csanád;megye;162,1;18,6;180,7;133,4;314,1;26,6;57,5;10,3;51,6
Dél-Alföld;régió;509,6;55,2;564,8;421,4;986,2;88,3;57,3;9,8;51,7
Alföld és Észak;nagyrégió;1 513,8;189,4;1 703,2;1 314,7;3 018,0;326,7;56,4;11,1;50,2
Összesen;ország;4 100,5;397,4;4 497,9;3 099,4;7 597,3;694,4;59,2;8,8;54,0
2014. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;797,3;58,5;855,9;475,5;1 331,3;91,5;64,3;6,8;59,9
Pest;megye, régió;544,8;40,5;585,3;352,7;938,0;68,0;62,4;6,9;58,1
Közép-Magyarország;nagyrégió;1 342,1;99,1;1 441,2;828,1;2 269,3;159,5;63,5;6,9;59,1
Fejér;megye;185,4;15,5;201,0;126,0;326,9;27,4;61,5;7,7;56,7
Komárom-Esztergom;megye;131,8;4,5;136,4;98,1;234,4;13,0;58,2;3,3;56,2
Veszprém;megye;153,9;9,1;163,0;107,3;270,4;13,7;60,3;5,6;56,9
Közép-Dunántúl;régió;471,1;29,2;500,3;331,4;831,7;54,0;60,2;5,8;56,6
Gyõr-Moson-Sopron;megye;218,2;5,8;224,0;125,1;349,2;11,3;64,2;2,6;62,5
Vas;megye;118,1;4,1;122,2;77,5;199,7;11,3;61,2;3,4;59,1
Zala;megye;123,5;13,3;136,8;82,2;219,0;21,8;62,5;9,7;56,4
Nyugat-Dunántúl;régió;459,8;23,2;483,1;284,8;767,9;44,4;62,9;4,8;59,9
Baranya;megye;145,5;13,2;158,8;128,7;287,5;31,8;55,2;8,3;50,6
Somogy;megye;118,2;12,6;130,8;112,1;242,9;31,8;53,9;9,6;48,7
Tolna;megye;97,1;4,7;101,8;75,0;176,8;15,0;57,6;4,6;54,9
Dél-Dunántúl;régió;360,8;30,6;391,4;315,8;707,2;78,5;55,3;7,8;51,0
Dunántúl;nagyrégió;1 291,8;83,0;1 374,7;932,1;2 306,8;177,0;59,6;6,0;56,0
Borsod-Abaúj-Zemplén;megye;250,0;26,4;276,4;235,1;511,5;68,0;54,0;9,5;48,9
Heves;megye;118,5;11,6;130,1;100,5;230,6;21,3;56,4;8,9;51,4
Nógrád;megye;73,8;6,9;80,7;72,3;152,9;17,6;52,7;8,5;48,2
Észak-Magyarország;régió;442,3;44,9;487,2;407,9;895,1;107,0;54,4;9,2;49,4
Hajdú-Bihar;megye;211,6;32,1;243,7;168,7;412,4;55,8;59,1;13,2;51,3
Jász-Nagykun-Szolnok;megye;157,3;14,6;171,8;120,4;292,2;28,8;58,8;8,5;53,8
Szabolcs-Szatmár-Bereg;megye;214,0;33,2;247,2;180,9;428,1;62,8;57,7;13,4;50,0
Észak-Alföld;régió;582,9;79,9;662,7;470,0;1 132,7;147,4;58,5;12,0;51,5
Bács-Kiskun;megye;207,5;23,1;230,6;167,5;398,1;39,8;57,9;10,0;52,1
Békés;megye;132,9;16,2;149,1;123,3;272,4;27,1;54,7;10,9;48,8
Csongrád-Csanád;megye;165,7;16,9;182,6;130,8;313,4;24,3;58,3;9,2;52,9
Dél-Alföld;régió;506,1;56,2;562,3;421,6;983,9;91,1;57,2;10,0;51,4
Alföld és Észak;nagyrégió;1 531,3;181,0;1 712,3;1 299,5;3 011,7;345,5;56,9;10,6;50,8
Összesen;ország;4 165,1;363,0;4 528,2;3 059,7;7 587,8;681,9;59,7;8,0;54,9
2014. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;806,9;52,0;858,9;473,3;1 332,2;82,1;64,5;6,1;60,6
Pest;megye, régió;547,4;36,2;583,6;354,4;938,0;62,3;62,2;6,2;58,4
Közép-Magyarország;nagyrégió;1 354,3;88,2;1 442,5;827,7;2 270,2;144,4;63,5;6,1;59,7
Fejér;megye;189,2;13,7;203,0;123,5;326,5;26,6;62,2;6,8;58,0
Komárom-Esztergom;megye;137,8;6,1;143,9;90,0;233,9;10,5;61,5;4,2;58,9
Veszprém;megye;157,1;8,4;165,5;104,2;269,7;12,3;61,4;5,1;58,3
Közép-Dunántúl;régió;484,2;28,2;512,3;317,7;830,1;49,5;61,7;5,5;58,3
Gyõr-Moson-Sopron;megye;214,6;6,4;221,1;128,1;349,2;11,0;63,3;2,9;61,5
Vas;megye;119,2;4,9;124,1;75,3;199,4;9,7;62,2;3,9;59,8
Zala;megye;124,8;10,9;135,7;82,8;218,4;16,9;62,1;8,0;57,1
Nyugat-Dunántúl;régió;458,6;22,3;480,8;286,2;767,0;37,6;62,7;4,6;59,8
Baranya;megye;144,7;15,5;160,2;126,5;286,7;30,4;55,9;9,7;50,5
Somogy;megye;122,1;12,1;134,2;108,1;242,3;27,5;55,4;9,0;50,4
Tolna;megye;97,0;5,7;102,6;73,7;176,3;14,3;58,2;5,5;55,0
Dél-Dunántúl;régió;363,8;33,3;397,1;308,3;705,3;72,3;56,3;8,4;51,6
Dunántúl;nagyrégió;1 306,6;83,7;1 390,3;912,2;2 302,5;159,4;60,4;6,0;56,7
Borsod-Abaúj-Zemplén;megye;244,4;32,8;277,2;232,8;510,0;68,9;54,4;11,8;47,9
Heves;megye;116,1;14,0;130,1;99,9;230,0;25,0;56,6;10,7;50,5
Nógrád;megye;75,3;6,7;82,0;70,4;152,4;15,7;53,8;8,2;49,4
Észak-Magyarország;régió;435,7;53,5;489,3;403,1;892,4;109,6;54,8;10,9;48,8
Hajdú-Bihar;megye;208,3;32,2;240,5;171,2;411,7;52,1;58,4;13,4;50,6
Jász-Nagykun-Szolnok;megye;159,6;12,2;171,8;119,6;291,5;26,4;59,0;7,1;54,8
Szabolcs-Szatmár-Bereg;megye;209,3;37,5;246,7;181,0;427,7;61,4;57,7;15,2;48,9
Észak-Alföld;régió;577,2;81,9;659,1;471,8;1 130,9;140,0;58,3;12,4;51,0
Bács-Kiskun;megye;211,5;23,1;234,6;162,7;397,3;38,1;59,0;9,8;53,2
Békés;megye;137,2;16,6;153,8;117,6;271,4;26,4;56,7;10,8;50,6
Csongrád-Csanád;megye;173,8;11,8;185,6;127,2;312,8;19,2;59,3;6,4;55,6
Dél-Alföld;régió;522,5;51,5;574,0;407,5;981,5;83,8;58,5;9,0;53,2
Alföld és Észak;nagyrégió;1 535,5;186,9;1 722,4;1 282,4;3 004,8;333,3;57,3;10,9;51,1
Összesen;ország;4 196,3;358,8;4 555,1;3 022,3;7 577,5;637,1;60,1;7,9;55,4
2014. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;816,6;44,5;861,1;470,5;1 331,6;78,1;64,7;5,2;61,3
Pest;megye, régió;552,3;32,6;584,9;353,8;938,7;58,7;62,3;5,6;58,8
Közép-Magyarország;nagyrégió;1 368,9;77,1;1 446,0;824,2;2 270,3;136,8;63,7;5,3;60,3
Fejér;megye;193,0;12,1;205,1;121,1;326,2;25,4;62,9;5,9;59,2
Komárom-Esztergom;megye;137,9;5,7;143,7;89,7;233,3;10,7;61,6;4,0;59,1
Veszprém;megye;160,5;7,6;168,1;101,1;269,2;12,1;62,4;4,5;59,6
Közép-Dunántúl;régió;491,4;25,4;516,8;311,8;828,6;48,2;62,4;4,9;59,3
Gyõr-Moson-Sopron;megye;214,0;7,6;221,6;127,9;349,5;12,0;63,4;3,4;61,2
Vas;megye;124,5;4,0;128,4;70,9;199,3;8,6;64,4;3,1;62,4
Zala;megye;121,7;9,3;131,0;87,1;218,1;15,2;60,1;7,1;55,8
Nyugat-Dunántúl;régió;460,2;20,8;481,0;285,9;766,9;35,7;62,7;4,3;60,0
Baranya;megye;148,0;13,6;161,5;124,5;286,1;29,9;56,5;8,4;51,7
Somogy;megye;125,6;10,5;136,1;105,8;241,9;24,0;56,3;7,7;51,9
Tolna;megye;99,4;5,3;104,7;71,2;175,9;13,4;59,5;5,0;56,5
Dél-Dunántúl;régió;373,0;29,4;402,3;301,5;703,8;67,2;57,2;7,3;53,0
Dunántúl;nagyrégió;1 324,6;75,6;1 400,2;899,2;2 299,4;151,2;60,9;5,4;57,6
Borsod-Abaúj-Zemplén;megye;250,1;34,9;285,0;223,6;508,6;62,9;56,0;12,2;49,2
Heves;megye;118,3;13,9;132,2;97,4;229,5;21,9;57,6;10,5;51,5
Nógrád;megye;76,7;7,7;84,4;67,5;151,9;15,3;55,5;9,1;50,5
Észak-Magyarország;régió;445,1;56,5;501,6;388,5;890,1;100,1;56,4;11,3;50,0
Hajdú-Bihar;megye;212,3;29,6;242,0;169,3;411,3;48,7;58,8;12,2;51,6
Jász-Nagykun-Szolnok;megye;163,2;13,2;176,4;114,3;290,7;23,1;60,7;7,5;56,1
Szabolcs-Szatmár-Bereg;megye;219,4;32,4;251,8;175,6;427,4;56,8;58,9;12,9;51,3
Észak-Alföld;régió;595,0;75,2;670,2;459,3;1 129,4;128,5;59,3;11,2;52,7
Bács-Kiskun;megye;219,0;20,7;239,7;156,8;396,5;31,7;60,5;8,6;55,2
Békés;megye;139,6;13,9;153,5;117,1;270,6;23,8;56,7;9,1;51,6
Csongrád-Csanád;megye;177,9;12,4;190,4;122,0;312,3;20,0;60,9;6,5;57,0
Dél-Alföld;régió;536,6;47,1;583,6;395,8;979,4;75,5;59,6;8,1;54,8
Alföld és Észak;nagyrégió;1 576,7;178,7;1 755,3;1 243,6;2 998,9;304,1;58,5;10,2;52,6
Összesen;ország;4 270,1;331,4;4 601,5;2 967,1;7 568,6;592,1;60,8;7,2;56,4
2014. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;815,4;43,2;858,6;474,7;1 333,3;71,7;64,4;5,0;61,2
Pest;megye, régió;547,3;37,2;584,6;354,7;939,3;60,2;62,2;6,4;58,3
Közép-Magyarország;nagyrégió;1 362,7;80,4;1 443,1;829,5;2 272,6;131,8;63,5;5,6;60,0
Fejér;megye;195,8;10,5;206,3;119,3;325,6;22,2;63,4;5,1;60,1
Komárom-Esztergom;megye;136,3;7,4;143,8;89,1;232,9;11,7;61,7;5,2;58,6
Veszprém;megye;157,8;9,1;166,9;101,6;268,5;12,0;62,1;5,5;58,8
Közép-Dunántúl;régió;489,9;27,1;517,0;310,0;827,0;45,9;62,5;5,2;59,2
Gyõr-Moson-Sopron;megye;211,6;5,8;217,4;132,5;349,9;12,3;62,1;2,7;60,5
Vas;megye;123,6;4,6;128,2;71,0;199,2;8,9;64,4;3,6;62,1
Zala;megye;119,2;8,2;127,4;90,2;217,5;13,9;58,5;6,4;54,8
Nyugat-Dunántúl;régió;454,5;18,5;473,0;293,6;766,6;35,1;61,7;3,9;59,3
Baranya;megye;151,4;11,3;162,7;122,6;285,3;27,0;57,0;6,9;53,1
Somogy;megye;118,1;11,6;129,7;111,3;241,0;27,5;53,8;9,0;49,0
Tolna;megye;96,0;6,2;102,2;73,1;175,3;13,3;58,3;6,1;54,8
Dél-Dunántúl;régió;365,4;29,1;394,6;307,1;701,7;67,7;56,2;7,4;52,1
Dunántúl;nagyrégió;1 309,8;74,7;1 384,5;910,7;2 295,2;148,8;60,3;5,4;57,1
Borsod-Abaúj-Zemplén;megye;251,0;29,3;280,3;226,7;507,0;62,1;55,3;10,4;49,5
Heves;megye;119,6;10,8;130,4;98,4;228,8;19,3;57,0;8,3;52,3
Nógrád;megye;81,2;6,0;87,2;64,1;151,3;11,7;57,6;6,9;53,7
Észak-Magyarország;régió;451,8;46,0;497,9;389,2;887,1;93,1;56,1;9,2;50,9
Hajdú-Bihar;megye;217,8;28,8;246,5;164,0;410,6;48,7;60,0;11,7;53,0
Jász-Nagykun-Szolnok;megye;164,9;11,9;176,8;113,0;289,8;21,4;61,0;6,7;56,9
Szabolcs-Szatmár-Bereg;megye;220,7;30,7;251,4;175,6;426,9;55,5;58,9;12,2;51,7
Észak-Alföld;régió;603,3;71,3;674,6;452,7;1 127,3;125,5;59,8;10,6;53,5
Bács-Kiskun;megye;216,3;20,8;237,1;158,4;395,5;32,3;59,9;8,8;54,7
Békés;megye;137,1;15,3;152,4;117,2;269,6;25,8;56,5;10,0;50,9
Csongrád-Csanád;megye;177,8;9,6;187,4;124,4;311,8;16,3;60,1;5,1;57,0
Dél-Alföld;régió;531,1;45,8;576,9;400,0;976,9;74,4;59,1;7,9;54,4
Alföld és Észak;nagyrégió;1 586,3;163,1;1 749,4;1 241,9;2 991,3;293,1;58,5;9,3;53,0
Összesen;ország;4 258,8;318,3;4 577,1;2 982,0;7 559,1;573,7;60,6;7,0;56,3
2015. I. negyedév;;;;;;;;;;
Budapest;fõváros, régió;819,9;40,9;860,9;472,4;1 333,3;75,2;64,6;4,8;61,5
Pest;megye, régió;545,0;42,8;587,8;352,1;939,9;64,2;62,5;7,3;58,0
Közép-Magyarország;nagyrégió;1 364,9;83,7;1 448,7;824,5;2 273,2;139,4;63,7;5,8;60,0
Fejér;megye;198,5;8,7;207,2;117,5;324,7;18,7;63,8;4,2;61,1
Komárom-Esztergom;megye;135,8;8,0;143,8;88,5;232,3;11,5;61,9;5,6;58,4
Veszprém;megye;158,4;9,5;167,9;100,5;268,4;12,3;62,6;5,7;59,0
Közép-Dunántúl;régió;492,6;26,3;518,9;306,5;825,4;42,5;62,9;5,1;59,7
Gyõr-Moson-Sopron;megye;214,8;6,0;220,8;129,3;350,1;14,0;63,1;2,7;61,4
Vas;megye;120,2;5,7;125,9;73,1;198,9;10,6;63,3;4,5;60,4
Zala;megye;116,4;11,0;127,4;89,2;216,6;18,8;58,8;8,6;53,7
Nyugat-Dunántúl;régió;451,5;22,6;474,1;291,5;765,6;43,4;61,9;4,8;59,0
Baranya;megye;151,2;13,7;165,0;119,1;284,1;28,9;58,1;8,3;53,2
Somogy;megye;115,4;13,2;128,6;110,2;238,8;29,4;53,9;10,3;48,3
Tolna;megye;96,9;6,6;103,5;71,2;174,7;13,3;59,2;6,4;55,5
Dél-Dunántúl;régió;363,5;33,5;397,1;300,5;697,6;71,6;56,9;8,4;52,1
Dunántúl;nagyrégió;1 307,6;82,5;1 390,1;898,6;2 288,6;157,5;60,7;5,9;57,1
Borsod-Abaúj-Zemplén;megye;251,2;32,7;283,9;221,2;505,1;61,3;56,2;11,5;49,7
Heves;megye;119,6;12,3;131,9;96,4;228,3;21,4;57,8;9,4;52,4
Nógrád;megye;77,8;8,3;86,1;64,6;150,7;16,0;57,1;9,7;51,6
Észak-Magyarország;régió;448,6;53,4;502,0;382,1;884,1;98,7;56,8;10,6;50,7
Hajdú-Bihar;megye;211,1;28,6;239,6;170,1;409,7;51,3;58,5;11,9;51,5
Jász-Nagykun-Szolnok;megye;157,8;12,2;170,0;118,8;288,7;22,6;58,9;7,2;54,7
Szabolcs-Szatmár-Bereg;megye;217,0;36,1;253,1;175,4;428,4;60,3;59,1;14,3;50,6
Észak-Alföld;régió;585,9;76,8;662,7;464,2;1 126,9;134,2;58,8;11,6;52,0
Bács-Kiskun;megye;214,1;20,3;234,4;160,4;394,8;29,5;59,4;8,7;54,2
Békés;megye;139,2;17,2;156,4;112,3;268,7;28,6;58,2;11,0;51,8
Csongrád-Csanád;megye;175,5;13,4;188,9;122,6;311,5;19,6;60,6;7,1;56,3
Dél-Alföld;régió;528,8;50,9;579,7;395,3;975,0;77,7;59,5;8,8;54,2
Alföld és Észak;nagyrégió;1 563,3;181,1;1 744,4;1 241,6;2 986,0;310,5;58,4;10,4;52,4
Összesen;ország;4 235,8;347,3;4 583,1;2 964,7;7 547,8;607,4;60,7;7,6;56,1
2015. II. negyedév;;;;;;;;;;
Budapest;fõváros, régió;821,1;45,5;866,6;467,8;1 334,4;73,8;64,9;5,2;61,5
Pest;megye, régió;564,0;32,6;596,6;343,9;940,5;52,6;63,4;5,5;60,0
Közép-Magyarország;nagyrégió;1 385,1;78,1;1 463,2;811,6;2 274,8;126,3;64,3;5,3;60,9
Fejér;megye;198,9;7,8;206,6;117,3;323,9;15,7;63,8;3,8;61,4
Komárom-Esztergom;megye;139,1;6,5;145,5;86,2;231,8;9,6;62,8;4,4;60,0
Veszprém;megye;160,0;7,3;167,3;100,0;267,3;11,3;62,6;4,4;59,9
Közép-Dunántúl;régió;497,9;21,6;519,5;303,5;823,0;36,6;63,1;4,2;60,5
Gyõr-Moson-Sopron;megye;219,7;4,8;224,5;126,0;350,4;12,0;64,1;2,1;62,7
Vas;megye;122,5;5,4;127,9;70,9;198,8;9,1;64,3;4,2;61,6
Zala;megye;121,8;6,6;128,4;87,4;215,9;13,3;59,5;5,2;56,4
Nyugat-Dunántúl;régió;464,0;16,8;480,8;284,3;765,1;34,5;62,8;3,5;60,6
Baranya;megye;153,5;13,3;166,9;116,3;283,1;23,7;58,9;8,0;54,2
Somogy;megye;121,7;9,2;131,0;107,1;238,0;24,8;55,0;7,1;51,1
Tolna;megye;98,4;7,0;105,4;68,7;174,1;13,0;60,5;6,7;56,5
Dél-Dunántúl;régió;373,6;29,6;403,2;292,0;695,3;61,5;58,0;7,3;53,7
Dunántúl;nagyrégió;1 335,5;68,0;1 403,5;879,8;2 283,3;132,6;61,5;4,8;58,5
Borsod-Abaúj-Zemplén;megye;265,2;25,1;290,3;213,2;503,5;49,9;57,7;8,6;52,7
Heves;megye;120,8;11,8;132,6;95,3;227,8;21,7;58,2;8,9;53,0
Nógrád;megye;80,6;6,0;86,6;63,7;150,3;11,3;57,6;6,9;53,6
Észak-Magyarország;régió;466,7;42,8;509,5;372,1;881,6;82,8;57,8;8,4;52,9
Hajdú-Bihar;megye;220,0;29,7;249,7;159,4;409,1;46,0;61,0;11,9;53,8
Jász-Nagykun-Szolnok;megye;159,9;11,5;171,4;116,3;287,7;21,5;59,6;6,7;55,6
Szabolcs-Szatmár-Bereg;megye;222,7;32,6;255,3;174,3;429,7;51,3;59,4;12,8;51,8
Észak-Alföld;régió;602,6;73,8;676,4;450,1;1 126,5;118,8;60,0;10,9;53,5
Bács-Kiskun;megye;221,0;19,3;240,3;153,9;394,2;30,4;61,0;8,0;56,1
Békés;megye;140,2;13,5;153,7;114,1;267,9;23,8;57,4;8,8;52,4
Csongrád-Csanád;megye;172,9;14,8;187,7;123,5;311,2;21,2;60,3;7,9;55,5
Dél-Alföld;régió;534,1;47,6;581,7;391,5;973,2;75,3;59,8;8,2;54,9
Alföld és Észak;nagyrégió;1 603,4;164,2;1 767,6;1 213,7;2 981,3;277,0;59,3;9,3;53,8
Összesen;ország;4 324,0;310,3;4 634,3;2 905,2;7 539,5;535,9;61,5;6,7;57,4
2015. III. negyedév;;;;;;;;;;
Budapest;fõváros, régió;841,1;43,2;884,2;452,5;1 336,7;77,8;66,2;4,9;62,9
Pest;megye, régió;565,9;29,9;595,8;345,7;941,5;46,5;63,3;5,0;60,1
Közép-Magyarország;nagyrégió;1 407,0;73,1;1 480,0;798,1;2 278,2;124,3;65,0;4,9;61,8
Fejér;megye;203,4;6,6;210,1;113,7;323,7;13,7;64,9;3,2;62,8
Komárom-Esztergom;megye;141,3;7,6;148,9;82,6;231,5;11,4;64,3;5,1;61,0
Veszprém;megye;163,6;7,2;170,8;95,2;265,9;10,4;64,2;4,2;61,5
Közép-Dunántúl;régió;508,3;21,5;529,7;291,4;821,1;35,6;64,5;4,1;61,9
Gyõr-Moson-Sopron;megye;216,3;6,8;223,1;127,6;350,7;11,3;63,6;3,1;61,7
Vas;megye;125,7;3,4;129,1;69,5;198,7;7,8;65,0;2,6;63,3
Zala;megye;124,5;4,9;129,4;86,0;215,4;10,5;60,1;3,8;57,8
Nyugat-Dunántúl;régió;466,5;15,2;481,6;283,2;764,8;29,6;63,0;3,1;61,0
Baranya;megye;154,5;15,6;170,1;112,8;282,9;25,8;60,1;9,2;54,6
Somogy;megye;122,2;11,2;133,4;104,7;238,1;23,6;56,0;8,4;51,3
Tolna;megye;95,9;7,0;102,9;70,7;173,6;13,6;59,3;6,8;55,3
Dél-Dunántúl;régió;372,6;33,8;406,4;288,2;694,6;62,9;58,5;8,3;53,7
Dunántúl;nagyrégió;1 347,4;70,4;1 417,7;862,8;2 280,5;128,1;62,2;5,0;59,1
Borsod-Abaúj-Zemplén;megye;267,9;24,3;292,3;210,1;502,3;45,0;58,2;8,3;53,3
Heves;megye;124,4;9,6;134,0;93,4;227,4;19,0;58,9;7,2;54,7
Nógrád;megye;78,4;6,0;84,3;65,6;149,9;12,1;56,3;7,1;52,3
Észak-Magyarország;régió;470,7;39,9;510,6;369,0;879,6;76,1;58,0;7,8;53,5
Hajdú-Bihar;megye;224,8;27,4;252,2;156,6;408,8;39,6;61,7;10,9;55,0
Jász-Nagykun-Szolnok;megye;162,2;11,0;173,2;113,8;287,0;21,2;60,3;6,3;56,5
Szabolcs-Szatmár-Bereg;megye;228,0;30,0;258,0;172,5;430,4;48,4;59,9;11,6;53,0
Észak-Alföld;régió;615,0;68,4;683,4;442,9;1 126,3;109,1;60,7;10,0;54,6
Bács-Kiskun;megye;227,5;15,9;243,4;150,3;393,7;25,7;61,8;6,5;57,8
Békés;megye;144,2;10,9;155,1;112,0;267,2;18,8;58,1;7,0;54,0
Csongrád-Csanád;megye;178,6;14,0;192,5;118,5;311,1;19,6;61,9;7,3;57,4
Dél-Alföld;régió;550,3;40,8;591,1;380,8;971,9;64,1;60,8;6,9;56,6
Alföld és Észak;nagyrégió;1 636,0;149,0;1 785,1;1 192,7;2 977,8;249,3;59,9;8,3;54,9
Összesen;ország;4 390,4;292,4;4 682,8;2 853,6;7 536,5;501,7;62,1;6,2;58,3
2015. IV. negyedév;;;;;;;;;;
Budapest;fõváros, régió;851,3;41,8;893,1;443,3;1 336,4;72,8;66,8;4,7;63,7
Pest;megye, régió;570,5;25,3;595,8;347,1;942,9;41,9;63,2;4,2;60,5
Közép-Magyarország;nagyrégió;1 421,8;67,1;1 488,9;790,3;2 279,3;114,7;65,3;4,5;62,4
Fejér;megye;201,4;6,9;208,2;115,1;323,4;14,2;64,4;3,3;62,3
Komárom-Esztergom;megye;141,0;8,4;149,4;81,6;231,1;12,7;64,7;5,6;61,0
Veszprém;megye;161,6;6,0;167,6;97,6;265,3;10,2;63,2;3,6;60,9
Közép-Dunántúl;régió;504,0;21,3;525,3;294,4;819,7;37,1;64,1;4,1;61,5
